source,relationship,target,source_paper_title
Neural Networks,generates,Realistic Faces,Professionally Diverse: AI-Generated Faces for Targeted Advertising
Generative Models,augments,Advertising Campaigns,Professionally Diverse: AI-Generated Faces for Targeted Advertising
StyleGAN2,improves,Compelling Visuals,Professionally Diverse: AI-Generated Faces for Targeted Advertising
Automatic Face Detection,enables,Targeted Advertising,Professionally Diverse: AI-Generated Faces for Targeted Advertising
Generative Models,requires,Massive Training Datasets,Professionally Diverse: AI-Generated Faces for Targeted Advertising
ChatGPT,creates,marketing content,Co-creating with ChatGPT for tourism marketing materials
tourism marketers,create,marketing content,Co-creating with ChatGPT for tourism marketing materials
ChatGPT,augments,textual fluency,Co-creating with ChatGPT for tourism marketing materials
ChatGPT,improves,perceived attractiveness,Co-creating with ChatGPT for tourism marketing materials
generative AI,co-creates,tourism marketers,Co-creating with ChatGPT for tourism marketing materials
AI,augments,personalization,Development of Artificial Intelligence as a Breakthrough for Personalization in Marketing
machine learning,supports,AI,Development of Artificial Intelligence as a Breakthrough for Personalization in Marketing
GPT model,enables,personalization,Development of Artificial Intelligence as a Breakthrough for Personalization in Marketing
chatbots,implements,personalization,Development of Artificial Intelligence as a Breakthrough for Personalization in Marketing
emailing,implements,personalization,Development of Artificial Intelligence as a Breakthrough for Personalization in Marketing
Generative AI,requires,Research,Artificial intelligence research in hospitality: a state-of-the-art review and future directions
Hospitality Suppliers,advocates,Generative AI Applications,Artificial intelligence research in hospitality: a state-of-the-art review and future directions
marketers,emphasize,inclusivity,Diversity Representation in Virtual Environments: How Brand Motives Mediate Consumer Perceptions
brands,communicate,audiences,Diversity Representation in Virtual Environments: How Brand Motives Mediate Consumer Perceptions
consumers,demand,diversity,Diversity Representation in Virtual Environments: How Brand Motives Mediate Consumer Perceptions
brand strategies,perceived,exploitation,Diversity Representation in Virtual Environments: How Brand Motives Mediate Consumer Perceptions
research,provide,evidence,Diversity Representation in Virtual Environments: How Brand Motives Mediate Consumer Perceptions
kitchens,explores,robotic cooking,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
consumers,favourably affect,RoboChef's adoption,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
cultural food values,do not impact,customer attitude,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
attitude,mediates,association between reasons and intention,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
"anthropomorphism, social intelligence, and knowledge",drive,adoption,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
"anxiety, perceived risk and perceived cost",prevent,adoption,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
governments,may reduce,gap between customer attitude and intention,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
culinary industry,should create,marketing plan highlighting advantages of deploying robo-chef,From Algorithms to Appetizers: Exploring the Adoption of Generative AI in Culinary Robotics
ChatGPT-4,provides,detailed responses,Can Chatbot Artificial Intelligence Replace Infectious Diseases Physicians in the Management of Bloodstream Infections? A Prospective Cohort Study
AI,makes,diagnoses,Can Chatbot Artificial Intelligence Replace Infectious Diseases Physicians in the Management of Bloodstream Infections? A Prospective Cohort Study
Consultant,suggests,management plan,Can Chatbot Artificial Intelligence Replace Infectious Diseases Physicians in the Management of Bloodstream Infections? A Prospective Cohort Study
ChatGPT-4,augments,consultant's plan,Can Chatbot Artificial Intelligence Replace Infectious Diseases Physicians in the Management of Bloodstream Infections? A Prospective Cohort Study
AI,requires,human input,Can Chatbot Artificial Intelligence Replace Infectious Diseases Physicians in the Management of Bloodstream Infections? A Prospective Cohort Study
GANs,automates,content creation,AI-Driven Automation in Social Media Marketing: Leveraging GANs for Content Creation
marketers,requires,GANs integration,AI-Driven Automation in Social Media Marketing: Leveraging GANs for Content Creation
AI,transforms,social media marketing,AI-Driven Automation in Social Media Marketing: Leveraging GANs for Content Creation
Generative AI,augments,Data-Driven Marketing,Privacy and Ethical Considerations in Data-Driven Marketing
Predictive Analytics,integrates,Generative AI,Privacy and Ethical Considerations in Data-Driven Marketing
Advertisers,requires,Ethical Frameworks,Privacy and Ethical Considerations in Data-Driven Marketing
Organizations,adheres to,Safety Regulations,Privacy and Ethical Considerations in Data-Driven Marketing
Data Researchers,analyses,Security Concerns,Privacy and Ethical Considerations in Data-Driven Marketing
AI,uses,NLG,AI Ads: Practicability of Text Generation for F&B Marketing
Generative AI,generates,marketing text,AI Ads: Practicability of Text Generation for F&B Marketing
Researchers,claim,realistic text generation,AI Ads: Practicability of Text Generation for F&B Marketing
AI models,generate,marketing text for advertising purpose,AI Ads: Practicability of Text Generation for F&B Marketing
LSTM,implements,text generation,AI Ads: Practicability of Text Generation for F&B Marketing
OPT,implements,text generation,AI Ads: Practicability of Text Generation for F&B Marketing
K2T,implements,text generation,AI Ads: Practicability of Text Generation for F&B Marketing
Human expert,evaluates,generated texts,AI Ads: Practicability of Text Generation for F&B Marketing
SoMin.ai,augments,content creation,SoMin.ai: Personality-Driven Content Generation Platform
SoMin.ai,requires,user feedback,SoMin.ai: Personality-Driven Content Generation Platform
SoMin.ai,creates,social media content,SoMin.ai: Personality-Driven Content Generation Platform
marketers,executes,digital marketing campaigns,SoMin.ai: Personality-Driven Content Generation Platform
GAI,augments,product design,Generative AI in the manufacturing process: theoretical considerations
GAI,improves,quality control,Generative AI in the manufacturing process: theoretical considerations
GAI,facilitates,predictive analytics,Generative AI in the manufacturing process: theoretical considerations
GAI,enhances,marketing strategy,Generative AI in the manufacturing process: theoretical considerations
GAI,identifies,market trends,Generative AI in the manufacturing process: theoretical considerations
AI,augments,drug development,Revolutionizing Pharmaceutical Industry: The Radical Impact of Artificial Intelligence and Machine Learning
AI,requires,trained personnel,Revolutionizing Pharmaceutical Industry: The Radical Impact of Artificial Intelligence and Machine Learning
AI,threatens,security breaches,Revolutionizing Pharmaceutical Industry: The Radical Impact of Artificial Intelligence and Machine Learning
Generative AI,applies,advertising,AdKDD 2024
Graph-based NN,augments,advertising,AdKDD 2024
Generative AI,requires,privacy-preserving initiatives,AdKDD 2024
hyper-personalization,works,ad industry,AdKDD 2024
GAN,augments,customer behaviour,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
TCV,elucidates,customer behaviour,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
study,extends,TCV-GAN-fashion retailing,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
focus group discussion,identifies,factors,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
questionnaire,develops,factors,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
survey,applies,TCV-GAN-fashion retailing,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
structural equation modelling,analyses,purchase intention,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
decision-intelligent infrastructure,drives,purchase intention,Generative Adversarial Networks in Fashion Retailing and Customer Purchase Intention: An Extension of Theory of Consumption Value
marketers,augment,document retrieval,Customising generative AI: Harnessing document retrieval and fine-tuning alternatives for dynamic marketing insights
LLMs,enhance,marketing strategies,Customising generative AI: Harnessing document retrieval and fine-tuning alternatives for dynamic marketing insights
data,bring to life,marketers,Customising generative AI: Harnessing document retrieval and fine-tuning alternatives for dynamic marketing insights
practitioners,leverage,GAI,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
academics,employed,GAI,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
GAI,augments,creativity,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
practitioners,requires,efficiency,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
academics,requires,conceptual purposes,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
GAI,enhances,creativity,AI and Creativity in Marketing: Contrasting the Experience and Perspectives of Practitioners and Academics
marketers,requires,generative AI,Driving Innovation: Creating a Dataset for Automotive Ad Campaign Analysis
dataset,creates,ad campaigns,Driving Innovation: Creating a Dataset for Automotive Ad Campaign Analysis
LLMs,augments,web scraping techniques,Driving Innovation: Creating a Dataset for Automotive Ad Campaign Analysis
marketers,harnesses,generative AI,Integration of Generative Artificial Intelligence With Emotional Artificial Intelligence in Marketing: A Synergistic Approach
human marketers,maintains,balance,Integration of Generative Artificial Intelligence With Emotional Artificial Intelligence in Marketing: A Synergistic Approach
generative and emotional AI,enhances,personalization,Integration of Generative Artificial Intelligence With Emotional Artificial Intelligence in Marketing: A Synergistic Approach
Generative AI,creates,new content,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
Generative AI,enables,personalization,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
Generative AI,automates,content production,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
ChatGPT and DALL-E,streamlines,content production,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
AI tools,evaluates,effectiveness,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
Generative AI,raises,data privacy concerns,THE FUTURE OF GENERATIVE AI IN DIGITAL MARKETING: CHALLENGES AND OPPORTUNITIES
AI,augments,Relationship Managers,Augmenting XAI with LLMs: A Case Study in Banking Marketing Recommendation
Generative AI,replaces,manual expert labour,Augmenting XAI with LLMs: A Case Study in Banking Marketing Recommendation
SHAP explainer outputs,improves,business-relevant explanations,Augmenting XAI with LLMs: A Case Study in Banking Marketing Recommendation
LLM,requires,NER,Complementary Method for NER by Extracting Proper Nouns from Images when Utilizing LLM
LLM,augments,marketing research,Complementary Method for NER by Extracting Proper Nouns from Images when Utilizing LLM
ChatGPT,affects,user loyalty,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
ChatGPT UX,varies,user's need for cognition (NFC),Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
ChatGPT UX,affects,user engagement,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
ChatGPT UX,affects,user loyalty,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
usefulness of ChatGPT,has impact on,interactivity,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
usefulness of ChatGPT,has impact on,engagement,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
usefulness of ChatGPT,has impact on,intention to reuse,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
users' cognitive needs,influence,evaluations of ChatGPT,Impact of user experience on user loyalty in generative artificial intelligence: A case study of ChatGPT
genAI,augments,ad creation,The Impact of Generative AI on Advertising Effectiveness
genAI,creates,ads,The Impact of Generative AI on Advertising Effectiveness
human experts,outperforms,genAI-modified ads,The Impact of Generative AI on Advertising Effectiveness
genAI,excels,creation tasks,The Impact of Generative AI on Advertising Effectiveness
AI,enhances,product package design,The Impact of Generative AI on Advertising Effectiveness
bank,requires,AI,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,augments,business processes,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,creates,independent process,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,affects,core activities,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,requires,technology development,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,requires,risk management,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
AI,increases,efficiency of business processes,Modern Artificial Intelligence Technologies as a tool of transformation of Value Chains of Russian Commercial banks
Generative AI,augments,human intelligence,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
AI chatbots,replaces,human interactions,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
LLMs,creates,textual data,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
LMMs,generates,multiple types of data modalities,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
AI chatbots,requires,human verification,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
AI chatbots,requires,regulatory compliance,"Applications of AI Chatbots Based on Generative AI, Large Language Models and Large Multimodal Models"
marketing,benefits from,GAI,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
scholars,ignore,transformative impacts of GAI on marketing,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
GAI,facilitates,personalizing content and offerings,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
marketing content generated by GAI,is more relevant than,earlier digital technologies,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
GAI,creates,marketing content,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
GAI,improves,sales lead generation process,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda"
AI,establishes,online presence,AI for character creation and storytelling in marketing
AI,handles,massive data,AI for character creation and storytelling in marketing
AI,generates,high-quality content,AI for character creation and storytelling in marketing
Generative AI,augments,Marketing,The Promise and Perils of Generative AI: Case Studies in an African Context
Generative AI,analyses,Image Generation,The Promise and Perils of Generative AI: Case Studies in an African Context
Generative AI,analyses,Text Generation,The Promise and Perils of Generative AI: Case Studies in an African Context
ChatGPT,augments,consumer choice,A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
AI recommender,augments,consumer choice,A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
brand awareness,moderates,influence of AI recommenders,A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
ChatGPT,improves,trust in recommender (TR),A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
ChatGPT,increases,intention to adopt a consideration set (IC),A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
brand awareness,requires,enhancement by marketers,A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
AI recommenders,threatens,human marketer role,A comparative study on the effect of ChatGPT recommendation and AI recommender systems on the formation of a consideration set
AI,augments,performance prediction,Explainable Digital Creatives Performance Monitoring using Deep Feature Attribution
vision model embeddings,requires,generative AI,Explainable Digital Creatives Performance Monitoring using Deep Feature Attribution
image synthesis and manipulation,uses,pipeline of generative AI,Explainable Digital Creatives Performance Monitoring using Deep Feature Attribution
ChatGPT-4,augments,BSVP,Real Customization or Just Marketing: Are Customized Versions of Generative AI Useful?
BSVP,creates,customised GPT versions,Real Customization or Just Marketing: Are Customized Versions of Generative AI Useful?
professors,evaluates,responses,Real Customization or Just Marketing: Are Customized Versions of Generative AI Useful?
ChatGPT-4 Turbo,compares to,BSVP,Real Customization or Just Marketing: Are Customized Versions of Generative AI Useful?
CFG,augments,digital marketing,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
GANs,uses,deep learning techniques,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
users,requires,tools,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
CFG,preserves,ethical standards,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
digital representation,transforms,CFG,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
users,generates,lifelike faces,A Study on Customized Face generator using Generative Adversarial Networks (GANs)
PMI,utilizes,Large Language Model,Developing Personalized Marketing Service Using Generative AI
PMI,generates,marketing messages,Developing Personalized Marketing Service Using Generative AI
researchers,presents,guidelines,Developing Personalized Marketing Service Using Generative AI
marketers,requires,oversight,The evolution of digital marketing in the era of AI
AI,augments,customer engagement,The evolution of digital marketing in the era of AI
ad blockers,reshapes,marketing paradigm,The evolution of digital marketing in the era of AI
third party cookies,replaced,digital advertising,The evolution of digital marketing in the era of AI
AI,automates,content curation,The evolution of digital marketing in the era of AI
marketers,needs,human intervention,The evolution of digital marketing in the era of AI
MARK-GEN,utilises,generative AI,Transforming Digital Marketing with Generative AI
businesses,employ,generative AI,Transforming Digital Marketing with Generative AI
MARK-GEN,provides,structured approach,Transforming Digital Marketing with Generative AI
generative AI,transforms,marketing content creation,Transforming Digital Marketing with Generative AI
Data Scientists,requires,Generative AI,"Applied Generative AI for Beginners: Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs"
Business Leaders,leverages,AI for Enterprise Growth,"Applied Generative AI for Beginners: Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs"
Researchers,interested in,Cutting-Edge Advancements,"Applied Generative AI for Beginners: Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs"
Data Scientists,implements,Advanced Models,"Applied Generative AI for Beginners: Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs"
Generative AI,augments,Marketing Workflows,"Applied Generative AI for Beginners: Practical Knowledge on Diffusion Models, ChatGPT, and Other LLMs"
AI,augments,Marketing Strategy,"12th International Conference on Design and Semantics of Form and Movement, DeSForM 2023"
Generative Adversarial Network,creates,Fashion Sketch to Real Image System,"12th International Conference on Design and Semantics of Form and Movement, DeSForM 2023"
AIEI Cards,supports,Responsible AIEnabled Solutions Design in Healthcare,"12th International Conference on Design and Semantics of Form and Movement, DeSForM 2023"
accounting professionals,struggle,AI complexities,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
ChatGPT for Accounting,simplifies,AI concepts,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
ChatGPT for Accounting,offers,practical insights,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),revolutionizes,internal control systems,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),enhances,recruitment processes,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),streamlines,marketing plans,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),optimizes,tax strategies,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),boosts,audit efficiency,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
marketer,requires,practical guidance,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
marketer,decides,initiatives,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
organisation,adapts,GenAI capabilities,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
marketer,identifies,opportunities,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
marketer,deploys,capability,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
organisation,applies,resources,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
marketer,transforms,customer experience,Customer journey optimisation using large language models: Best practices and pitfalls in generative AI
Mozilla Deep Speech,augments,video transcription,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
LangChain,integrates,VectorDB,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Large Language Models (LLMs),improves,document-oriented processes,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Generative AI,transforms,video content processing,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Current technologies,struggles with,transcription tasks,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
McKinsey study,indicates,economic impact,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
NLP techniques and models,addresses,shortcomings of existing approaches,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
AI,supports,imaginative thinking,The intriguing possibilities of generative AI in marketing
Generative AI,cannot substitute,humans,The intriguing possibilities of generative AI in marketing
OpenAI,debuted,ChatGPT,The intriguing possibilities of generative AI in marketing
Generative AI devices,improve and automate,content development,The intriguing possibilities of generative AI in marketing
Generative AI devices,improve and automate,SEO optimisation,The intriguing possibilities of generative AI in marketing
Generative AI devices,improve and automate,marketing segmentation,The intriguing possibilities of generative AI in marketing
Generative AI,produces,plagiarised content,The intriguing possibilities of generative AI in marketing
Generative AI,poses,data protection worries,The intriguing possibilities of generative AI in marketing
ChatGPT,requires,quality control,Leveraging the Use of ChatGPT: Exploring Its Real-World Applications Including Their Related Ethical and Regulatory Considerations
ChatGPT,requires,human verification,Leveraging the Use of ChatGPT: Exploring Its Real-World Applications Including Their Related Ethical and Regulatory Considerations
ChatGPT,requires,ethical considerations,Leveraging the Use of ChatGPT: Exploring Its Real-World Applications Including Their Related Ethical and Regulatory Considerations
ChatGPT,requires,regulatory considerations,Leveraging the Use of ChatGPT: Exploring Its Real-World Applications Including Their Related Ethical and Regulatory Considerations
AI,augments,marketing,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
data analytics,improves,decision sciences,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
robotics,reshapes,fundamental marketing principles,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
AI,requires,research,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
bibliometric analysis,conducts,systematic literature review,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
generative AI,augments,marketing,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
AI-enabled commerce,creates,new opportunities,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis
Researchers,explore,AI applications,Transforming the future: a review of artifical intelligence models; [Преобразование будущего: обзор моделей искусственного интеллекта]
Language models,connects,media sphere,Transforming the future: a review of artifical intelligence models; [Преобразование будущего: обзор моделей искусственного интеллекта]
Authors,address,ethical considerations,Transforming the future: a review of artifical intelligence models; [Преобразование будущего: обзор моделей искусственного интеллекта]
Developers,need,responsible development,Transforming the future: a review of artifical intelligence models; [Преобразование будущего: обзор моделей искусственного интеллекта]
"Researchers, governments, and private organizations",collaborate,ethics in AI practices,Transforming the future: a review of artifical intelligence models; [Преобразование будущего: обзор моделей искусственного интеллекта]
AI,augments,communications,AI for Tainment Communications: Potential and Pitfalls
big data,transforms,communication sphere,AI for Tainment Communications: Potential and Pitfalls
machine learning,contributes to,media development optimization,AI for Tainment Communications: Potential and Pitfalls
AI,creates,content diversification,AI for Tainment Communications: Potential and Pitfalls
polycoding,offers,engaging tainment materials,AI for Tainment Communications: Potential and Pitfalls
analysis of secondary data,reveals,potentials and pitfalls of AI,AI for Tainment Communications: Potential and Pitfalls
AI,limits,creativity,AI for Tainment Communications: Potential and Pitfalls
AI,falls short on,emotions and empathy,AI for Tainment Communications: Potential and Pitfalls
AI-generated content,poses issue related to,communication and marketing,AI for Tainment Communications: Potential and Pitfalls
Generative Adversarial Networks,augments,AI Drawing,"7th International Conference on Innovative Computing, IC 2024"
XGBoost Model,predicts,Twitter Posts from Fake Accounts,"7th International Conference on Innovative Computing, IC 2024"
Self-regulated Learning,interplays with,Programming Learning Achievement,"7th International Conference on Innovative Computing, IC 2024"
Experiential Marketing,influences,Continued Viewing Intention of YouTuber Videos,"7th International Conference on Innovative Computing, IC 2024"
Human-Computer Interaction Interfaces,designs for,Augmented Reality Integrated Museum Exhibitions,"7th International Conference on Innovative Computing, IC 2024"
Microservice Scheduling,optimizes with,Edge Computing,"7th International Conference on Innovative Computing, IC 2024"
Computer Model,designs for,Raw Material Supplier Selection,"7th International Conference on Innovative Computing, IC 2024"
Cybersecurity Competitions,improves,Students' Practical Abilities in Cybersecurity,"7th International Conference on Innovative Computing, IC 2024"
Adversarially Residual U2Net,segments,COVID-19 Lung Infection from CT Images,"7th International Conference on Innovative Computing, IC 2024"
Partnerships Analysis,based on,Measurements of Common Research Interest,"7th International Conference on Innovative Computing, IC 2024"
Operating Costs System Design,uses,AHP Algorithm for Intelligent Healthcare Services,"7th International Conference on Innovative Computing, IC 2024"
Multi-party Private Set Union Protocol,protects against,Malicious Adversary,"7th International Conference on Innovative Computing, IC 2024"
Data Mining Analysis,analyzes,New Energy Vehicles Based on Cluster Analysis Technology,"7th International Conference on Innovative Computing, IC 2024"
Generative AI,inspires,new research,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
LLMs,transforms,human-computer interaction,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
LLMs,requires,trust,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
users,must trust,LLM-based services,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
Model responses,exhibit biases,sensitive topics,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
Discovering model vulnerabilities,is a nontrivial task,large search space,Adversarially Exploring Vulnerabilities in LLMs to Evaluate Social Biases
SMEs,utilize,GAI,Harnessing Generative Artificial Intelligence: A Game-Changer for Small and Medium Enterprises
Larger firms,lead,GAI integration,Harnessing Generative Artificial Intelligence: A Game-Changer for Small and Medium Enterprises
Generative AI,applies,advertising,AdKDD 2023
Graph-based NN,augments,advertising,AdKDD 2023
GDPR,enforces,privacy-preserving initiatives,AdKDD 2023
CCPA,enforces,privacy-preserving initiatives,AdKDD 2023
researchers,motivate,thinking about societal impact,AdKDD 2023
marketing,employs,AI,AI as a differential value in business: 123compareme case study; [La IA como valor diferencial en la empresa: caso 123compareme]
generative AI,improves,competitive position,AI as a differential value in business: 123compareme case study; [La IA como valor diferencial en la empresa: caso 123compareme]
conversational AI systems,designs,innovative products and services,AI as a differential value in business: 123compareme case study; [La IA como valor diferencial en la empresa: caso 123compareme]
organisation,requires,AI systems,AI as a differential value in business: 123compareme case study; [La IA como valor diferencial en la empresa: caso 123compareme]
Generative AI,augments,Artificial Empathy,Use of a Robot and the Personalization of Information Provision in Tourism Marketing Promotions
Robots,requires,Personalization,Use of a Robot and the Personalization of Information Provision in Tourism Marketing Promotions
Generative AI,creates,Helpfulness,Use of a Robot and the Personalization of Information Provision in Tourism Marketing Promotions
Generative AI,creates,Perceived Connectedness,Use of a Robot and the Personalization of Information Provision in Tourism Marketing Promotions
Artificial Empathy,improves,Visit Intention,Use of a Robot and the Personalization of Information Provision in Tourism Marketing Promotions
AI,augments,employee creativity,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
AI,assists,design thinking,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
AI,assists,problem-solving,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
AI,assists,memory,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
AI,assists,decision-making,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
human creativity,complements,AI,Artificial Intelligence and creativity in marketing: A proposed typology and new directions for academia-industry collaborations
Generative AI,creates,novel content,Customer Segmentation Techniques in Predictive Analytics and Generative AI for Data-Driven Marketing Strategies
Predictive analytics,leverages,historical facts,Customer Segmentation Techniques in Predictive Analytics and Generative AI for Data-Driven Marketing Strategies
Generative AI,generates,client profiles,Customer Segmentation Techniques in Predictive Analytics and Generative AI for Data-Driven Marketing Strategies
